,Batsman_Name,Over,Bowler_Name,Batsman_country,Bowler_country,Host_country,Type_of_Match,Score,Run_rate,Match_time,Type_of_pitch,Type_of_Bowler,Type_of_Batsman,Bowling_area,Batting_area,Wickets,Result
281,Bhuvneshwar Kumar,45.6,Morne Morkel,India,South Africa,South Africa,ODI,246,5.34,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length,mid-wicket,6,1
282,Bhuvneshwar Kumar,46.1,Lungi Ngidi,India,South Africa,South Africa,ODI,247,5.35,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,third man,6,1
283,MS Dhoni,46.2,Lungi Ngidi,India,South Africa,South Africa,ODI,248,5.35,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,long leg,6,1
284,Bhuvneshwar Kumar,46.3,Lungi Ngidi,India,South Africa,South Africa,ODI,252,5.41,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length,gully,6,4
285,Bhuvneshwar Kumar,46.4,Lungi Ngidi,India,South Africa,South Africa,ODI,252,5.4,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,point,6,0
286,Bhuvneshwar Kumar,46.5,Lungi Ngidi,India,South Africa,South Africa,ODI,253,5.4,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,sweep,6,1
287,MS Dhoni,46.6,Lungi Ngidi,India,South Africa,South Africa,ODI,254,5.4,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,long leg,6,1
288,MS Dhoni,47.1,Kagiso Rabada,India,South Africa,South Africa,ODI,255,5.4,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,mid-wicket,6,1
289,Bhuvneshwar Kumar,47.2,Kagiso Rabada,India,South Africa,South Africa,ODI,255,5.38,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,third man,6,0
290,Bhuvneshwar Kumar,47.3,Kagiso Rabada,India,South Africa,South Africa,ODI,255,5.36,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,,mid-on,6,0
291,Bhuvneshwar Kumar,47.4,Kagiso Rabada,India,South Africa,South Africa,ODI,256,5.37,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,deep square leg,6,1
292,MS Dhoni,47.5,Kagiso Rabada,India,South Africa,South Africa,ODI,257,5.37,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,outside off,deep square leg,6,1
293,Bhuvneshwar Kumar,47.6,Kagiso Rabada,India,South Africa,South Africa,ODI,261,5.43,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,long-on,6,4
294,MS Dhoni,48.1,Lungi Ngidi,India,South Africa,South Africa,ODI,265,5.5,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball outside off,third man,6,4
295,MS Dhoni,48.2,Lungi Ngidi,India,South Africa,South Africa,ODI,265,5.48,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,caught,7,-1
296,Bhuvneshwar Kumar,48.2,Lungi Ngidi,India,South Africa,South Africa,ODI,266,5.5,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,slip,7,1
297,Bhuvneshwar Kumar,48.3,Lungi Ngidi,India,South Africa,South Africa,ODI,267,5.5,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short ball,cover,7,1
298,Kuldeep Yadav,48.4,Lungi Ngidi,India,South Africa,South Africa,ODI,268,5.5,Day/Night,Flat/Cloudy,Right_arm_fast,Left_Hand_Batsman,fuller delivery,third man,7,1
299,Bhuvneshwar Kumar,48.5,Lungi Ngidi,India,South Africa,South Africa,ODI,269,5.5,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,slow delivery outside off,third man,7,1
300,Kuldeep Yadav,48.6,Lungi Ngidi,India,South Africa,South Africa,ODI,269,5.48,Day/Night,Flat/Cloudy,Right_arm_fast,Left_Hand_Batsman,short of a length outside off,,7,0
301,Bhuvneshwar Kumar,49.1,Kagiso Rabada,India,South Africa,South Africa,ODI,270,5.49,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length,long-on,7,1
302,Kuldeep Yadav,49.2,Kagiso Rabada,India,South Africa,South Africa,ODI,271,5.49,Day/Night,Flat/Cloudy,Right_arm_fast,Left_Hand_Batsman,outside off,,7,1
303,Bhuvneshwar Kumar,49.3,Kagiso Rabada,India,South Africa,South Africa,ODI,272,5.49,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,deep square leg,7,1
304,Kuldeep Yadav,49.4,Kagiso Rabada,India,South Africa,South Africa,ODI,273,5.49,Day/Night,Flat/Cloudy,Right_arm_fast,Left_Hand_Batsman,fuller delivery,point,7,1
305,Bhuvneshwar Kumar,49.5,Kagiso Rabada,India,South Africa,South Africa,ODI,273,5.47,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,,7,0
306,Bhuvneshwar Kumar,49.6,Kagiso Rabada,India,South Africa,South Africa,ODI,274,5.48,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,point,7,1
